obeti_usmr	obeti_lehc	obeti_tezc	prejezd_id
0	0	0	P1360
0	1	0	P1419
0	0	0	P5649
0	1	0	P5645
0	0	0	P6300
0	0	0	P6101
0	0	0	P5647
0	0	0	P5642
0	0	1	P687
0	0	0	P633
0	0	0	P808
0	2	0	P715
0	0	0	P679
0	0	0	P687
0	0	0	P619
0	1	0	P703
0	0	0	P706
0	0	0	P1178
0	0	0	P866
0	0	0	P902
0	0	0	P834
0	0	0	P921
0	0	0	P1207
0	0	0	P1229
0	1	0	P1207
0	0	0	P1208
0	0	0	P1208
0	0	0	P766
0	0	0	P298
0	1	0	P299
0	0	0	P766
0	0	0	P599
0	0	0	P1758
0	0	1	P1190
0	0	0	P1679
0	0	0	P1282
0	0	0	P1679
0	1	0	P1679
0	0	0	P646
0	0	0	P1251
0	0	0	P2604
0	0	0	P3476
0	0	0	P3448
0	0	0	P2435
1	0	2	P3277
0	0	0	P2437
0	0	0	P3481
0	0	0	P3532
0	0	0	P2989
0	0	1	P3540
0	0	0	P1995
0	0	0	P3350
0	0	0	P3341
0	0	0	P2948
0	0	0	P2964
0	0	0	P2309
0	0	0	P2418
0	0	0	P3357
0	1	0	P2420
0	0	0	P2948
0	0	0	P2359
0	0	0	P3367
0	0	0	P2266
0	0	0	P3361
0	0	1	P3338
0	0	0	P3340
0	0	0	P2510
0	0	0	P2954
0	0	0	P2307
0	0	0	P63
0	0	0	P1703
0	0	0	P2295
0	0	0	P1923
0	0	0	P1705
0	0	0	P2284
0	0	0	P1711
0	3	0	P1721
0	1	0	P1987
0	0	0	P2085
0	0	1	P2187
0	0	0	P2059
0	0	0	P2423
0	0	0	P2063
0	0	0	P2966
0	0	0	P4450
0	0	0	P3993
0	0	0	P5381
0	0	0	P4014
0	0	0	P4444
0	0	0	P5222
0	0	0	P4450
0	0	0	P4015
0	3	0	P5382
0	0	0	P5378
0	0	0	P5223
0	0	0	P4445
0	0	0	P5378
0	0	0	P5378
0	1	0	P4458
0	0	0	P5389
0	0	0	P5379
0	0	0	P4014
0	0	0	P4016
0	0	0	P3980
0	1	0	P4675
0	0	0	P4627
0	0	0	P4472
0	0	0	P5089
0	1	0	P5460
0	0	0	P5117
0	1	0	P5431
0	0	0	P5105
0	0	0	P5465
0	2	0	P4110
0	0	0	P5082
0	0	0	P4873
0	0	0	P4873
0	0	0	P4880
0	0	0	P5087
0	1	0	P4132
0	0	0	P4023
0	0	0	P4037
0	0	0	P4561
0	1	0	P4783
0	0	0	P5231
0	0	0	P4794
0	1	0	P4788
0	0	0	P5486
0	0	0	P5474
0	0	0	P6803
0	0	0	P6803
0	0	0	P6978
0	0	0	P6801
0	0	0	P6968
1	0	0	P3822
0	2	0	P7179
0	0	1	P7179
0	0	0	P7071
0	0	0	P7183
0	0	0	P3950
0	0	0	P3823
0	0	0	P7148
0	7	3	P7140
0	0	0	P7176
0	0	1	P7167
0	0	0	P8143
0	0	0	P7935
1	0	0	P7935
0	0	0	P8153
0	0	0	P8158
2	0	1	P8143
0	0	0	P8139
0	1	0	P7940
0	0	0	P7945
0	2	0	P7943
0	0	0	P8158
0	1	0	P7909
0	0	0	P7924
0	4	0	P7931
1	0	0	P7909
0	0	0	P7924
1	0	0	P7188
0	2	1	P7194
0	1	0	P7926
0	1	0	P7126
0	0	0	P7549
0	0	0	P7555
0	0	0	P7555
0	0	0	P7746
0	0	0	P7668
0	0	0	P7748
0	0	0	P7750
0	0	0	P7356
0	1	0	P8302
0	0	0	P7464
1	0	0	P7369
0	0	0	P8341
0	0	0	P8278
0	0	0	P8336
0	0	0	P8290
0	0	0	P6511
0	0	0	P8292
0	0	0	P8289
0	0	0	P6497
0	0	0	P6496
0	0	0	P6496
0	1	0	P7488
0	3	0	P6713
0	0	0	P6719
0	0	0	P6505
0	0	0	P7479
0	0	0	P6754
0	0	0	P7482
0	0	0	P7352
0	0	0	P6496
0	1	0	P7819
0	0	0	P7818
0	0	0	P7868
1	0	0	P7728
0	0	0	P6749
0	0	0	P7819
0	1	0	P7743
0	0	0	P7741
0	1	0	P7741
0	1	0	P7812
0	0	0	P7865
0	0	0	P7400
0	0	0	P6508
0	0	0	P8298
0	0	0	P7602
0	0	0	P6518
0	0	0	P6520
0	0	0	P6520
0	0	0	P6520
0	0	0	P6518
0	0	0	P7611
0	0	0	P7616
0	0	0	P4219
0	0	0	P7612
0	0	0	P6520
0	0	0	P7614
0	0	0	P6532
0	0	0	P6520
0	0	0	P7607
0	0	0	P6527
0	0	0	P8177
0	1	0	P7229
0	0	0	P8179
0	0	0	P7204
1	0	0	P7211
0	0	0	P6527
0	0	0	P6527
0	1	0	P7204
0	0	0	P4253
0	0	0	P4268
0	0	0	P4237
0	0	0	P6648
0	0	0	P4245
1	0	0	P4240
0	1	0	P4246
0	0	0	P4246
0	0	0	P4340
0	0	0	P6542
0	0	1	P6541
0	0	0	P7657
0	0	1	P6548
0	0	0	P7593
0	0	0	P8233
0	0	0	P8223
0	0	0	P8170
0	1	0	P8043
0	0	0	P8251
0	0	0	P8169
0	0	0	P7243
0	0	0	P8161
0	0	0	P8033
0	0	0	P8030
1	0	0	P7955
0	0	0	P8159
0	1	0	P7410
0	0	0	P8055
0	0	0	P8090
0	1	0	P8058
0	1	0	P8074
0	0	0	P8078
0	0	0	P8060
0	2	0	P6420
0	0	1	P6228
0	0	0	P3841
0	0	0	P3901
0	0	0	P3836
0	0	0	P3839
0	0	0	P3916
0	0	0	P7027
0	0	0	P7039
0	1	0	P3791
1	1	0	P5270
0	0	0	P3793
0	0	0	P3692
0	0	0	P6375
0	0	0	P6353
0	11	1	P6382
0	0	0	P5303
0	0	0	P5296
0	0	0	P5342
0	0	1	P5339
0	0	0	P5296
0	1	0	P5366
0	0	0	P5360
0	0	0	P5366
0	0	0	P4913
0	0	0	P4911
0	1	0	P5026
0	0	1	P5026
0	0	0	P5357
0	0	0	P6823
0	0	0	P6834
0	2	0	P6841
0	0	0	P6861
0	0	0	P6835
0	0	0	P6626
0	0	0	P6841
0	0	0	P6893
0	0	0	P6829
0	3	0	P5156
0	0	0	P4892
0	0	0	P4891
0	0	0	P4064
0	1	0	P5167
0	0	0	P4889
0	0	0	P5197
0	0	0	P6519
0	0	0	P5162
0	0	0	P4889
0	0	0	P4074
0	0	0	P3385
0	0	0	P3402
0	0	0	P3383
0	0	0	P3417
0	0	0	P3395
0	0	0	P2642
0	2	0	P3105
0	0	0	P5497
0	2	0	P2853
0	0	0	P2810
0	0	0	P2720
0	0	0	P3435
0	0	0	P3096
0	0	0	P5502
0	2	0	P3066
0	0	0	P2878
2	0	0	P2848
0	0	0	P2842
0	0	0	P3435
0	0	0	P3075
0	0	0	P3076
0	0	0	P3178
0	0	0	P318
0	0	0	P100
0	4	1	P121
0	1	0	P333
0	0	0	P113
0	0	0	P318
0	0	0	P78
0	0	0	P149
0	0	0	P165
0	0	0	P157
0	0	0	P157
0	0	0	P156
0	0	0	P81
0	2	2	P380
0	0	0	P156
0	0	0	P130
0	0	0	P405
0	0	0	P12
0	0	0	P261
0	0	0	P5674
0	0	0	P1
0	0	0	P5778
0	0	0	P5663
0	1	0	P5790
0	0	0	P5697
0	0	0	P278
0	2	0	P2202
0	0	0	P2575
0	0	0	P2106
0	0	0	P2448
0	1	0	P24
0	0	0	P5917
0	1	1	P3965
0	1	0	P4955
0	0	0	P3716
0	0	0	P5986
0	0	0	P3745
0	0	1	P2936
0	0	0	P2104
0	5	3	P2405
0	0	0	P3015
0	0	0	P2102
0	0	0	P2439
0	0	0	P3015
0	0	0	P2697
0	0	0	P2693
1	0	0	P4574
