X,Y,id,obec,datum,komunikace,komunika_1,zavineni,ridic_kate,ridic_ovli,vinik_alko,ridic_stav,obeti_usmr,obeti_lehc,obeti_tezc,vozidel_ce,vinik_vozi,vinik_vo_1,skoda,unik_hmot,vinik_vo_2,vinik_vo_3,vinik_vo_4,vinik_skod,vyprosteni,nehoda_cha,srazka_voz,hlavni_pri,povrch_sta,meteo,rozhled,nehoda_pol,prednost_v,smerove_po,druh_krizu,smer_jizdy,nehoda_dru,pevna_prek,povrch_dru,komunika_2,viditelnos,komunika_3,rizeni_pro,objekty,misto_neho,smyk,neighbors_TargetID,neighbors_Distance,neighbors_prejezdy-dec_Název definičního úseku,neighbors_prejezdy-dec_Žkm přejezdu,neighbors_prejezdy-dec_Přejezd s trolejovým vedením,neighbors_prejezdy-dec_Třída pozemní komunikace,neighbors_prejezdy-dec_Číslo pozemní komunikace,neighbors_prejezdy-dec_Místní název přejezdu,neighbors_prejezdy-dec_Zeměpisná šířka,neighbors_prejezdy-dec_Zeměpisná délka,neighbors_prejezdy-dec_field_10,neighbors_prejezdy-dec_field_11
14.066750718213891,50.131821726147166,10306090894,Kladno (Středočeský kraj),2009-09-28 10:30:00,silnice 3.třídy,2384,řidičem motorového vozidla,nezjištěno,jiné ovlivnění,nezjišťováno,jiný nepříznivý stav,0,0,0,1,žádná z uvedených,žádná z uvedených,100,žádné z uvedených,"nezjištěno, řidič ujel",,žádná z uvedených,0,žádná z uvedených,nehoda pouze s hmotnou škodou,"nepřichází v úvahu, nejde o srážku jedou",řidič se plně nevěnoval řízení vozidla,"povrch suchý, znečist. (písek,listí,štěr",neztížené,dobré,na jízdním pruhu,žádná místní úprava,přímý úsek,neurčeno,žádná z uvedených,srážka s pevnou překážkou,závory železničního přejezdu,živice,"dobrý, bez závad","ve dne, viditelnost nezhoršená vlivem po",dvoupruhová,světelným signalizačním zařízením,železniční přejezd zabezpečený,mimo křižovatku,ne,P29,15.5843466272,Kladno - Kamenné Žehrovice,"31,717",Ne,III.,2384,u zastávky Kladno - Rozdělov,50° 07' 54.87643'' N,14° 04' 00.92664'' E,50.13191,14.06692
14.166035583305669,50.094687935079577,10306100104,Pavlov (Středočeský kraj),2010-02-02 11:20:00,silnice 3.třídy,67,řidičem motorového vozidla,s řidičským oprávněním skupiny b,řidič nebyl ovlivněn,ne,dobrý -žádné nepříznivé okolnosti nebyly zjištěny,0,0,0,1,ŠKODA,nedošlo k požáru,150,žádné z uvedených,osobní automobil bez přívěsu,1998,policie ČR,4,nebylo třeba užít násilí,nehoda pouze s hmotnou škodou,"nepřichází v úvahu, nejde o srážku jedou",řidič se plně nevěnoval řízení vozidla,povrch mokrý,neztížené,dobré,na jízdním pruhu,žádná místní úprava,přímý úsek,neurčeno,jedoucí - ve směru staničení na komunika,srážka s pevnou překážkou,závory železničního přejezdu,živice,"dobrý, bez závad","ve dne, viditelnost nezhoršená vlivem po",dvoupruhová,žádný způsob řízení provozu,železniční přejezd zabezpečený,mimo křižovatku,ne,P20,8.38610939031,Jeneč - Unhošť,"21,831",Ne,III.,67,,50° 05' 41.14515'' N,14° 09' 57.85884'' E,50.09476,14.16607
14.074557064796887,50.27122258099476,10306100792,Dřínov (Středočeský kraj),2010-10-14 14:00:00,silnice 3.třídy,23915,řidičem motorového vozidla,s řidičským oprávněním skupiny c,řidič nebyl ovlivněn,ne,dobrý -žádné nepříznivé okolnosti nebyly zjištěny,0,0,0,1,RENAULT,nedošlo k požáru,800,"došlo k úniku pohonných hmot, oleje, chl",nákladní automobil s přívěsem,2006,"soukromá organizace (podnikatel, s.r.o.,",800,nebylo třeba užít násilí,nehoda pouze s hmotnou škodou,"nepřichází v úvahu, nejde o srážku jedou",jiný druh nesprávného způsobu jízdy,"povrch suchý, neznečistěný",neztížené,dobré,na jízdním pruhu,žádná místní úprava,přímý úsek po projetí zatáčkou (do vzdál,neurčeno,jedoucí - ve směru staničení na komunika,srážka s pevnou překážkou,"jiná překážka (zábradlí,oplocení,násep,n",živice,zvlněný povrch v podélném směru,"ve dne, viditelnost nezhoršená vlivem po",dvoupruhová,žádný způsob řízení provozu,železniční přejezd zabezpečený,mimo křižovatku,ne,P2137,2.99504363371,Slaný - Zlonice,"62,353",Ne,III.,23915,,50° 16' 16.33703'' N,14° 04' 28.48827'' E,50.2712,14.07458
13.960640968055747,50.141633538341324,10306100876,Stochov (Středočeský kraj),2010-11-12 09:58:00,komunikace místní,0,řidičem motorového vozidla,s řidičským oprávněním skupiny c,řidič nebyl ovlivněn,ne,dobrý -žádné nepříznivé okolnosti nebyly zjištěny,0,0,1,2,MULTICAR,nedošlo k požáru,2720,žádné z uvedených,"nákladní automobil (včetně multikáry, au",1986,"soukromá organizace (podnikatel, s.r.o.,",500,použitím speciální vyprošťovací techniky,nehoda s následky na životě nebo zdraví,boční,jiné nedání přednosti,"povrch suchý, neznečistěný",neztížené,dobré,na jízdním pruhu,přednost vyznačena přenosnými dopravními,přímý úsek,neurčeno,vozidlo jedoucí - na komunikaci bez stan,srážka s vlakem,"nepřichází v úvahu, nejde o srážku s pev",živice,"dobrý, bez závad","ve dne, viditelnost nezhoršená vlivem po",dvoupruhová,místní úprava (vyplní se pol. 24),železniční přejezd zabezpečený,mimo křižovatku,ne,P35,7.65655309912,žst. Stochov,"41,466",Ne,MK,,,50° 08' 30.06270'' N,13° 57' 38.60983'' E,50.14168,13.96072
14.247031077429423,50.182130632202494,10306100963,Zákolany (Středočeský kraj),2010-12-12 16:30:00,silnice 3.třídy,721,řidičem motorového vozidla,nezjištěno,jiné ovlivnění,nezjišťováno,jiný nepříznivý stav,0,0,0,1,žádná z uvedených,žádná z uvedených,200,žádné z uvedených,"nezjištěno, řidič ujel",,žádná z uvedených,0,žádná z uvedených,nehoda pouze s hmotnou škodou,"nepřichází v úvahu, nejde o srážku jedou",nesprávné otáčení nebo couvání,"na vozovce je náledí, ujetý sníh - nepos","tvoří se námraza, náledí",dobré,mimo komunikaci,žádná místní úprava,přímý úsek,neurčeno,žádná z uvedených,srážka s pevnou překážkou,závory železničního přejezdu,živice,"dobrý, bez závad","v noci - bez veřejného osvětlení,viditel",dvoupruhová,žádný způsob řízení provozu,železniční přejezd zabezpečený,mimo křižovatku,ne,P2254,10.8754060597,Noutonice - Podlešín,"36,861",Ne,III.,721,,50° 10' 55.95454'' N,14° 14' 49.64667'' E,50.18221,14.24712
14.05093463382277,50.132941940018931,10306101026,Kladno (Středočeský kraj),2010-12-22 17:55:00,silnice 2.třídy,238,řidičem motorového vozidla,s řidičským oprávněním skupiny b,řidič nebyl ovlivněn,ne,dobrý -žádné nepříznivé okolnosti nebyly zjištěny,0,0,0,2,FORD,nedošlo k požáru,13,žádné z uvedených,osobní automobil bez přívěsu,1995,"soukromé, nevyužívané k výdělečné činnos",3,nebylo třeba užít násilí,nehoda pouze s hmotnou škodou,zezadu,jiný druh nesprávného způsobu jízdy,povrch mokrý,neztížené,dobré,na jízdním pruhu,žádná místní úprava,přímý úsek,neurčeno,odstavené - ve směru staničení na komuni,srážka s vlakem,"nepřichází v úvahu, nejde o srážku s pev",živice,"dobrý, bez závad","v noci - bez veřejného osvětlení,viditel",dvoupruhová,žádný způsob řízení provozu,železniční přejezd zabezpečený,mimo křižovatku,ne,P30,24.7253815613,Kladno - Kamenné Žehrovice,"32,946",Ne,II.,238,Bílé Vršky,50° 07' 58.54485'' N,14° 03' 04.62021'' E,50.13293,14.05128
15.127269757897295,50.067008574074961,10406090372,Velim (Středočeský kraj),2009-08-10 16:25:00,silnice 3.třídy,3299,řidičem motorového vozidla,s řidičským oprávněním skupiny b,řidič nebyl ovlivněn,nezjišťováno,dobrý -žádné nepříznivé okolnosti nebyly zjištěny,0,0,0,1,AVIA,nedošlo k požáru,605,žádné z uvedených,"nákladní automobil (včetně multikáry, au",1994,"soukromé, nevyužívané k výdělečné činnos",5,nebylo třeba užít násilí,nehoda pouze s hmotnou škodou,"nepřichází v úvahu, nejde o srážku jedou","bezohledná, agresivní, neohleduplná jízda","povrch suchý, neznečistěný",neztížené,dobré,na jízdním pruhu,žádná místní úprava,přímý úsek,neurčeno,jedoucí - ve směru staničení na komunika,srážka s pevnou překážkou,závory železničního přejezdu,živice,"dobrý, bez závad","ve dne, viditelnost nezhoršená vlivem po",dvoupruhová,žádný způsob řízení provozu,železniční přejezd zabezpečený,mimo křižovatku,ne,P4926,7.34563773605,žst. Velim,"355,584",Ano,III.,3299,,50° 04' 01.32747'' N,15° 07' 38.47854'' E,50.06704,15.12736
15.212073216650918,50.032270238387824,10406090530,Kolín (Středočeský kraj),2009-12-16 08:30:00,komunikace místní,0,řidičem motorového vozidla,nezjištěno,jiné ovlivnění,nezjišťováno,jiný nepříznivý stav,0,0,0,1,žádná z uvedených,žádná z uvedených,100,žádné z uvedených,"nezjištěno, řidič ujel",,žádná z uvedených,0,žádná z uvedených,nehoda pouze s hmotnou škodou,"nepřichází v úvahu, nejde o srážku jedou",jiný druh nesprávného způsobu jízdy,"povrch suchý, neznečistěný",neztížené,dobré,na jízdním pruhu,přednost vyznačena přenosnými dopravními,křižovatka styková - tříramenná,místní komunikace,žádná z uvedených,srážka s pevnou překážkou,závory železničního přejezdu,živice,"dobrý, bez závad","ve dne, viditelnost nezhoršená vlivem po",dvoupruhová,místní úprava (vyplní se pol. 24),železniční přejezd zabezpečený,"na křižovatce,jedná-li se o křížení siln",ne,P3576,17.921003347,žst. Kolín - žst. Kolín-Zálabí (odbočení vl.ar.),"299,224",Ano,C,,"Zálabí - \""Rozkoš\""",50° 01' 55.66885'' N,15° 12' 43.02319'' E,50.03213,15.21195
15.222636742709595,50.01394852077452,10406100028,Kolín (Středočeský kraj),2010-01-29 04:10:00,silnice 1.třídy,38,řidičem motorového vozidla,s řidičským oprávněním skupiny d,řidič nebyl ovlivněn,ne,dobrý -žádné nepříznivé okolnosti nebyly zjištěny,0,2,0,2,SCANIA,žádná z uvedených,5250,žádné z uvedených,nákladní automobil s přívěsem,2004,"soukromé, využívané k výdělečné činnosti",5000,nebylo třeba užít násilí,nehoda s následky na životě nebo zdraví,boční,jiný druh nesprávného způsobu jízdy,"souvislá sněhová vrstva, rozbředlý sníh",neztížené,dobré,na jízdním pruhu,žádná místní úprava,přímý úsek,neurčeno,jedoucí - ve směru staničení na komunika,srážka s vlakem,"nepřichází v úvahu, nejde o srážku s pev","žádný z uvedených (písek,dřevo atd.)","dobrý, bez závad","v noci - s veřejným osvětlením,viditelno",dvoupruhová,žádný způsob řízení provozu,železniční přejezd zabezpečený,mimo křižovatku,ne,P5901,10.188188723,,"0,683",ne,,38,,50° 0' 56.1'' N,15° 13' 20.334'' E,50.01558,15.22232
15.205885674208449,50.04774527711124,10406100058,Kolín (Středočeský kraj),2010-03-03 09:46:00,komunikace účelová - ostatní (parkoviště apod.),0,řidičem motorového vozidla,s řidičským oprávněním skupiny c,řidič nebyl ovlivněn,nezjišťováno,dobrý -žádné nepříznivé okolnosti nebyly zjištěny,0,0,0,1,MAN,nedošlo k požáru,210,žádné z uvedených,nákladní automobil s návěsem,2001,"soukromá organizace (podnikatel, s.r.o.,",10,nebylo třeba užít násilí,nehoda pouze s hmotnou škodou,"nepřichází v úvahu, nejde o srážku jedou",řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,na jízdním pruhu,žádná místní úprava,přímý úsek,neurčeno,vozidlo jedoucí - na komunikaci bez stan,srážka s pevnou překážkou,závory železničního přejezdu,panely,nesouvislé výtluky,"ve dne, viditelnost nezhoršená vlivem po",žádná z uvedených,světelným signalizačním zařízením,železniční přejezd zabezpečený,mimo křižovatku,ne,P3577,40.502577477,Kolín-Zálabí - Kolín st.3,"300,976",Ano,O,,U Korama,50° 02' 50.69790'' N,15° 12' 22.09717'' E,50.04742,15.20614
15.265822376287453,50.009745473470396,10406100419,Starý Kolín (Středočeský kraj),2010-12-12 13:10:00,silnice 3.třídy,3275,řidičem motorového vozidla,s řidičským oprávněním skupiny c,řidič nebyl ovlivněn,ne,dobrý -žádné nepříznivé okolnosti nebyly zjištěny,0,0,0,1,LIAZ,žádná z uvedených,100,žádné z uvedených,"nákladní automobil (včetně multikáry, au",1992,"soukromá organizace (podnikatel, s.r.o.,",0,nebylo třeba užít násilí,nehoda pouze s hmotnou škodou,"nepřichází v úvahu, nejde o srážku jedou",jiný druh nesprávného způsobu jízdy,povrch mokrý,neztížené,dobré,na jízdním pruhu,žádná místní úprava,zatáčka,neurčeno,jedoucí - proti směru staničení na komun,srážka s pevnou překážkou,závory železničního přejezdu,živice,"dobrý, bez závad","ve dne, viditelnost nezhoršená vlivem po",dvoupruhová,žádný způsob řízení provozu,železniční přejezd zabezpečený,mimo křižovatku,ne,P4920,2.27799759722,Záboří nad Labem - Kolín,"343,291",Ano,III.,3275,"\""drbna\"", Dobřanský",50° 00' 35.12566'' N,15° 15' 56.88372'' E,50.00976,15.2658
15.328938540220094,49.942691457446429,10506090366,Církvice (Středočeský kraj),2009-11-19 06:40:00,silnice 3.třídy,3321,řidičem motorového vozidla,s řidičským oprávněním skupiny b,řidič nebyl ovlivněn,ne,dobrý -žádné nepříznivé okolnosti nebyly zjištěny,0,0,0,1,FORD,nedošlo k požáru,200,"došlo k úniku pohonných hmot, oleje, chl",osobní automobil bez přívěsu,1994,"soukromé, nevyužívané k výdělečné činnos",200,nebylo třeba užít násilí,nehoda pouze s hmotnou škodou,"nepřichází v úvahu, nejde o srážku jedou",nepřizpůsobení rychlosti hustotě provozu,"povrch suchý, neznečistěný",neztížené,dobré,mimo komunikaci,žádná místní úprava,přímý úsek,neurčeno,jedoucí - ve směru staničení na komunika,srážka s pevnou překážkou,"jiná překážka (zábradlí,oplocení,násep,n",živice,"dobrý, bez závad","v noci - bez veřejného osvětlení,viditel",dvoupruhová,žádný způsob řízení provozu,železniční přejezd zabezpečený,mimo křižovatku,ne,P3723,2.5225910281,Čáslav - Kutná Hora hl.n.,"284,569",Ano,III.,3321,,49° 56' 33.61425'' N,15° 19' 44.20781'' E,49.94267,15.32895
15.422843370786355,49.917147323602109,10506100063,Vrdy (Středočeský kraj),2010-03-16 19:35:00,silnice 1.třídy,17,závadou komunikace,s řidičským oprávněním skupiny b,řidič nebyl ovlivněn,nezjišťováno,dobrý -žádné nepříznivé okolnosti nebyly zjištěny,0,0,0,1,RENAULT,nedošlo k požáru,35,žádné z uvedených,osobní automobil bez přívěsu,2002,"soukromé, nevyužívané k výdělečné činnos",35,nebylo třeba užít násilí,nehoda pouze s hmotnou škodou,"nepřichází v úvahu, nejde o srážku jedou",nezaviněná řidičem,"povrch suchý, neznečistěný",neztížené,dobré,na jízdním pruhu,žádná místní úprava,přímý úsek,neurčeno,jedoucí - ve směru staničení na komunika,jiný druh nehody,"nepřichází v úvahu, nejde o srážku s pev",živice,nesouvislé výtluky,"v noci - bez veřejného osvětlení,viditel",dvoupruhová,žádný způsob řízení provozu,železniční přejezd nezabezpečený,mimo křižovatku,ne,P3737,11.7701358652,Čáslav-místní nádr. - Skovice,"2,14",Ne,I.,17,,49° 55' 01.58172'' N,15° 25' 21.69407'' E,49.91711,15.42269
15.274882255436577,49.947464224307282,10506100087,Kutná Hora (Středočeský kraj),2010-04-15 06:38:00,silnice 3.třídy,3321,řidičem motorového vozidla,s řidičským oprávněním skupiny b,řidič nebyl ovlivněn,ne,dobrý -žádné nepříznivé okolnosti nebyly zjištěny,0,0,0,1,ŠKODA,nedošlo k požáru,3,žádné z uvedených,osobní automobil bez přívěsu,1998,policie ČR,3,nebylo třeba užít násilí,nehoda pouze s hmotnou škodou,"nepřichází v úvahu, nejde o srážku jedou",jiný druh nesprávného způsobu jízdy,povrch mokrý,neztížené,dobré,na jízdním pruhu,žádná místní úprava,zatáčka,neurčeno,jedoucí - proti směru staničení na komun,srážka s pevnou překážkou,překážka vzniklá staveb.činností (přenos,živice,přechodná uzavírka silnice nebo jízdního,"ve dne, viditelnost nezhoršená vlivem po",dvoupruhová,žádný způsob řízení provozu,železniční přejezd zabezpečený,mimo křižovatku,ne,P5961,5.09524659003,Kutná Hora město - Malešov,"3,013",Ne,III.,3321,,49° 56' 51.04090'' N,15° 16' 29.56987'' E,49.94751,15.27488
15.422832980924081,49.917151519918846,10506100209,Vrdy (Středočeský kraj),2010-08-08 23:15:00,silnice 1.třídy,17,řidičem motorového vozidla,s řidičským oprávněním skupiny b,řidič nebyl ovlivněn,ne,dobrý -žádné nepříznivé okolnosti nebyly zjištěny,0,0,0,2,RENAULT,nedošlo k požáru,2000,žádné z uvedených,osobní automobil bez přívěsu,2004,"soukromé, nevyužívané k výdělečné činnos",900,nebylo třeba užít násilí,nehoda pouze s hmotnou škodou,zezadu,nedodržení bezpečné vzdálenosti za vozidlem,"povrch suchý, neznečistěný",neztížené,dobré,na jízdním pruhu,žádná místní úprava,přímý úsek,neurčeno,jedoucí - proti směru staničení na komun,srážka s jedoucím nekolejovým vozidlem,"nepřichází v úvahu, nejde o srážku s pev",živice,"dobrý, bez závad","v noci - bez veřejného osvětlení,viditel",dvoupruhová,žádný způsob řízení provozu,železniční přejezd nezabezpečený,mimo křižovatku,ne,P3737,11.2582197508,Čáslav-místní nádr. - Skovice,"2,14",Ne,I.,17,,49° 55' 01.58172'' N,15° 25' 21.69407'' E,49.91711,15.42269
15.423202393573334,49.917237660095104,10506100237,Vrdy (Středočeský kraj),2010-09-09 00:01:00,silnice 1.třídy,17,řidičem motorového vozidla,nezjištěno,jiné ovlivnění,nezjišťováno,jiný nepříznivý stav,0,0,0,2,žádná z uvedených,žádná z uvedených,100,žádné z uvedených,"nezjištěno, řidič ujel",,žádná z uvedených,0,žádná z uvedených,nehoda pouze s hmotnou škodou,z boku,"jízda po nesprávné straně, vjetí do protisměru","povrch suchý, neznečistěný",neztížené,dobré,na jízdním pruhu,žádná místní úprava,přímý úsek,neurčeno,žádná z uvedených,srážka s jedoucím nekolejovým vozidlem,"nepřichází v úvahu, nejde o srážku s pev",živice,"dobrý, bez závad","v noci - bez veřejného osvětlení,viditel",dvoupruhová,žádný způsob řízení provozu,železniční přejezd nezabezpečený,mimo křižovatku,ne,P3738,12.6665866081,Čáslav-místní nádr. - Skovice,"2,184",Ne,MK,,,49° 55' 01.68083'' N,15° 25' 23.74612'' E,49.91713,15.42326
15.443111980014748,49.872606309435014,10506100301,Horky (Středočeský kraj),2010-11-11 03:30:00,silnice 3.třídy,33825,řidičem motorového vozidla,nezjištěno,jiné ovlivnění,nezjišťováno,jiný nepříznivý stav,0,0,0,1,žádná z uvedených,žádná z uvedených,10,žádné z uvedených,"nezjištěno, řidič ujel",,žádná z uvedených,0,žádná z uvedených,nehoda pouze s hmotnou škodou,"nepřichází v úvahu, nejde o srážku jedou",jiný druh nesprávného způsobu jízdy,"povrch suchý, neznečistěný",neztížené,dobré,na jízdním pruhu,žádná místní úprava,přímý úsek,neurčeno,žádná z uvedených,srážka s pevnou překážkou,závory železničního přejezdu,živice,"dobrý, bez závad","v noci - bez veřejného osvětlení,viditel",dvoupruhová,světelným signalizačním zařízením,železniční přejezd zabezpečený,mimo křižovatku,ne,P3713,3.04877011141,Golčův Jeníkov - Čáslav,"271,881",Ano,III.,33825,Horky,49° 52' 21.28081'' N,15° 26' 35.15325'' E,49.87258,15.4431
14.495192316012229,50.351155999334736,10606090397,Mělník (Středočeský kraj),2009-06-29 10:40:00,silnice 2.třídy,273,řidičem motorového vozidla,s řidičským oprávněním skupiny c,řidič nebyl ovlivněn,ne,dobrý -žádné nepříznivé okolnosti nebyly zjištěny,0,0,0,1,TATRA,žádná z uvedených,110,žádné z uvedených,"nákladní automobil (včetně multikáry, au",1989,"soukromé, využívané k výdělečné činnosti",10,nebylo třeba užít násilí,nehoda pouze s hmotnou škodou,"nepřichází v úvahu, nejde o srážku jedou",jiný druh nesprávného způsobu jízdy,"povrch suchý, neznečistěný",neztížené,dobré,na jízdním pruhu,žádná místní úprava,přímý úsek,neurčeno,jedoucí - ve směru staničení na komunika,srážka s pevnou překážkou,"jiná překážka (zábradlí,oplocení,násep,n",živice,"dobrý, bez závad","ve dne, viditelnost nezhoršená vlivem po",dvoupruhová,žádný způsob řízení provozu,železniční přejezd nezabezpečený,mimo křižovatku,ne,P2936,5.58186899487,žst. Mělník,"371,428",Ano,II.,273,ul.Kokořínská,50° 21' 04.32640'' N,14° 29' 42.83014'' E,50.3512,14.49523
14.636879683565976,50.241380951444981,10606090456,Dřísy (Středočeský kraj),2009-08-08 12:00:00,silnice 3.třídy,10158,řidičem motorového vozidla,nezjištěno,jiné ovlivnění,nezjišťováno,jiný nepříznivý stav,0,0,0,1,žádná z uvedených,žádná z uvedených,50,žádné z uvedených,"nezjištěno, řidič ujel",,žádná z uvedených,0,žádná z uvedených,nehoda pouze s hmotnou škodou,"nepřichází v úvahu, nejde o srážku jedou",řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,na jízdním pruhu,žádná místní úprava,přímý úsek,neurčeno,žádná z uvedených,srážka s pevnou překážkou,závory železničního přejezdu,živice,"dobrý, bez závad","ve dne, viditelnost nezhoršená vlivem po",dvoupruhová,žádný způsob řízení provozu,železniční přejezd zabezpečený,mimo křižovatku,ne,P2782,4.0637028487,žst. Dřísy,"353,732",Ano,III.,10158,,50° 14' 28.87015'' N,14° 38' 12.88095'' E,50.24135,14.63691
14.485213639512185,50.357474740909119,10606090466,Mělník (Středočeský kraj),2009-08-08 15:30:00,silnice 1.třídy,9,řidičem motorového vozidla,"nezjištěno, řidič místo nehody opustil",jiné ovlivnění,ne,jiný nepříznivý stav,0,0,0,2,ŠKODA,nedošlo k požáru,100,žádné z uvedených,osobní automobil bez přívěsu,2007,"soukromá organizace (podnikatel, s.r.o.,",0,nebylo třeba užít násilí,nehoda pouze s hmotnou škodou,boční,nesprávné otáčení nebo couvání,"povrch suchý, neznečistěný",neztížené,dobré,na jízdním pruhu,žádná místní úprava,přímý úsek,neurčeno,jedoucí - proti směru staničení na komun,srážka s jedoucím nekolejovým vozidlem,"nepřichází v úvahu, nejde o srážku s pev",živice,"dobrý, bez závad","ve dne, viditelnost nezhoršená vlivem po",dvoupruhová,žádný způsob řízení provozu,železniční přejezd zabezpečený,mimo křižovatku,ne,P2937,20.4467529627,žst. Mělník,"372,41",Ano,B,,U stavidla (Jatka),50° 21' 26.97385'' N,14° 29' 07.81717'' E,50.35749,14.4855
14.298007034299426,50.225039745494691,10606090468,Kralupy nad Vltavou (Středočeský kraj),2009-08-11 12:30:00,silnice 2.třídy,101,řidičem motorového vozidla,s řidičským oprávněním skupiny b,řidič nebyl ovlivněn,ne,dobrý -žádné nepříznivé okolnosti nebyly zjištěny,0,0,0,3,ŠKODA,nedošlo k požáru,1150,žádné z uvedených,osobní automobil bez přívěsu,1996,"soukromé, nevyužívané k výdělečné činnos",100,nebylo třeba užít násilí,nehoda pouze s hmotnou škodou,z boku,jiné nedání přednosti,"povrch suchý, neznečistěný",neztížené,dobré,na jízdním pruhu,žádná místní úprava,přímý úsek,neurčeno,jedoucí - ve směru staničení na komunika,srážka s vlakem,"nepřichází v úvahu, nejde o srážku s pev",živice,"dobrý, bez závad","ve dne, viditelnost nezhoršená vlivem po",dvoupruhová,žádný způsob řízení provozu,železniční přejezd zabezpečený,mimo křižovatku,ne,P2466,17.7711477569,Otvovice - Kralupy nad Vltavou,"22,716",Ne,II.,101,,50° 13' 30.20656'' N,14° 17' 51.93543'' E,50.22506,14.29776
14.467605195272281,50.375536350497136,10606090544,Mělník (Středočeský kraj),2009-09-24 11:05:00,komunikace místní,0,řidičem motorového vozidla,s řidičským oprávněním skupiny d,řidič nebyl ovlivněn,ne,dobrý -žádné nepříznivé okolnosti nebyly zjištěny,0,0,0,1,TATRA,nedošlo k požáru,100,žádné z uvedených,"nákladní automobil (včetně multikáry, au",1991,"soukromé, využívané k výdělečné činnosti",0,nebylo třeba užít násilí,nehoda pouze s hmotnou škodou,"nepřichází v úvahu, nejde o srážku jedou",řidič se plně nevěnoval řízení vozidla,povrch mokrý,neztížené,dobré,na jízdním pruhu,žádná místní úprava,přímý úsek,neurčeno,vozidlo jedoucí - na komunikaci bez stan,srážka s pevnou překážkou,závory železničního přejezdu,živice,"dobrý, bez závad","ve dne, viditelnost nezhoršená vlivem po",dvoupruhová,světelným signalizačním zařízením,železniční přejezd zabezpečený,mimo křižovatku,ne,P2941,3.69327689539,Mělník - Liběchov,"374,807",Ano,C,,Mlazice,50° 22' 31.88069'' N,14° 28' 03.21482'' E,50.37552,14.46756
14.262859847409537,50.238434052050145,10606090545,Kralupy nad Vltavou (Středočeský kraj),2009-09-23 07:05:00,silnice 2.třídy,240,řidičem motorového vozidla,s řidičským oprávněním skupiny b,řidič nebyl ovlivněn,"ano, obsah alkoholu v&nbsp;krvi do 0,99‰ (2)","pod vlivem alkoholu, obsah alkoholu v krvi do 0,99‰",0,0,0,2,FORD,nedošlo k požáru,480,žádné z uvedených,osobní automobil bez přívěsu,1986,"soukromé, nevyužívané k výdělečné činnos",30,nebylo třeba užít násilí,nehoda pouze s hmotnou škodou,čelní,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,na jízdním pruhu,přednost nevyznačena - vyplývá z pravide,přímý úsek,neurčeno,jedoucí - proti směru staničení na komun,srážka s vlakem,"nepřichází v úvahu, nejde o srážku s pev",živice,"dobrý, bez závad","ve dne, viditelnost nezhoršená vlivem po",dvoupruhová,místní úprava (vyplní se pol. 24),železniční přejezd nezabezpečený,mimo křižovatku,ne,P2104,12.2814349389,Kralupy nad Vltavou předměstí - Velká Bučina,"4,217",Ne,II.,240,,50° 14' 18.16086'' N,14° 15' 46.82028'' E,50.23838,14.26301
14.512688514121674,50.263329809883736,10606090616,Neratovice (Středočeský kraj),2009-10-30 08:27:00,silnice 2.třídy,101,řidičem motorového vozidla,"nezjištěno, řidič místo nehody opustil",jiné ovlivnění,nezjišťováno,jiný nepříznivý stav,0,0,0,1,DAF,nedošlo k požáru,20,žádné z uvedených,"nákladní automobil (včetně multikáry, au",2001,"soukromé, využívané k výdělečné činnosti",0,nebylo třeba užít násilí,nehoda pouze s hmotnou škodou,"nepřichází v úvahu, nejde o srážku jedou",jiný druh nesprávného způsobu jízdy,"povrch suchý, neznečistěný",neztížené,dobré,na jízdním pruhu,žádná místní úprava,přímý úsek,neurčeno,jedoucí - ve směru staničení na komunika,srážka s pevnou překážkou,závory železničního přejezdu,živice,"dobrý, bez závad","ve dne, viditelnost nezhoršená vlivem po",dvoupruhová,světelným signalizačním zařízením,železniční přejezd zabezpečený,mimo křižovatku,ne,P2670,9.89855827042,Měšice u Prahy - Neratovice,"33,85",Ne,II.,101,hlavní Neratovický na Mělnické,50° 15' 47.68454'' N,14° 30' 45.91573'' E,50.26325,14.51275
