X,Y,id,obec,datum,komunikace,komunika_1,zavineni,ridic_kate,ridic_ovli,vinik_alko,ridic_stav,obeti_usmr,obeti_lehc,obeti_tezc,vozidel_ce,vinik_vozi,vinik_vo_1,skoda,unik_hmot,vinik_vo_2,vinik_vo_3,vinik_vo_4,vinik_skod,vyprosteni,nehoda_cha,srazka_voz,hlavni_pri,povrch_sta,meteo,rozhled,nehoda_pol,prednost_v,smerove_po,druh_krizu,smer_jizdy,nehoda_dru,pevna_prek,povrch_dru,komunika_2,viditelnos,komunika_3,rizeni_pro,objekty,misto_neho,smyk,neighbors_TargetID,neighbors_Distance,neighbors_prejezdy-dec_Název definičního úseku,neighbors_prejezdy-dec_Žkm přejezdu,neighbors_prejezdy-dec_Přejezd s trolejovým vedením,neighbors_prejezdy-dec_Třída pozemní komunikace,neighbors_prejezdy-dec_Číslo pozemní komunikace,neighbors_prejezdy-dec_Místní název přejezdu,neighbors_prejezdy-dec_Zeměpisná šířka,neighbors_prejezdy-dec_Zeměpisná délka,neighbors_prejezdy-dec_field_10,neighbors_prejezdy-dec_field_11
14.087573301350522,50.522414561446467,40606080386,Žalhostice (Ústecký kraj),2008-03-21 20:15:00,silnice 3.třídy,24714,řidičem motorového vozidla,s řidičským oprávněním skupiny b,řidič nebyl ovlivněn,ne,dobrý -žádné nepříznivé okolnosti nebyly zjištěny,0,1,0,1,CHEVROLET,nedošlo k požáru,200,žádné z uvedených,osobní automobil bez přívěsu,2008,"soukromá organizace (podnikatel, s.r.o.,",200,nebylo třeba užít násilí,nehoda s následky na životě nebo zdraví,"nepřichází v úvahu, nejde o srážku jedou",řidič se plně nevěnoval řízení vozidla,povrch mokrý,déšť,dobré,na jízdním pruhu,žádná místní úprava,přímý úsek,neurčeno,jedoucí - proti směru staničení na komun,srážka s pevnou překážkou,"zeď,pevná část mostů,podjezdů,tunelů apo",živice,"dobrý, bez závad","v noci - bez veřejného osvětlení,viditel",dvoupruhová,světelným signalizačním zařízením,železniční přejezd zabezpečený,mimo křižovatku,ano,P2964,14.135150348,Litoměřice dolní nádraží - Velké Žernoseky,"411,815",Ano,III.,24714,Rybena,50° 31' 20.52615'' N,14° 05' 15.94999'' E,50.52237,14.08776
14.262989152736516,50.360651334251678,40606080436,Vražkov (Ústecký kraj),2008-04-04 10:00:00,silnice 2.třídy,608,řidičem motorového vozidla,nezjištěno,jiné ovlivnění,nezjišťováno,jiný nepříznivý stav,0,0,0,1,žádná z uvedených,žádná z uvedených,50,žádné z uvedených,"nezjištěno, řidič ujel",,žádná z uvedených,0,žádná z uvedených,nehoda pouze s hmotnou škodou,"nepřichází v úvahu, nejde o srážku jedou",řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,na jízdním pruhu,žádná místní úprava,přímý úsek,neurčeno,žádná z uvedených,srážka s pevnou překážkou,závory železničního přejezdu,živice,"dobrý, bez závad","ve dne, viditelnost nezhoršená vlivem po",dvoupruhová,světelným signalizačním zařízením,železniční přejezd zabezpečený,mimo křižovatku,ne,P2554,8.71842006243,Roudnice nad Labem - Straškov-odbočka,"12,96",Ne,II.,608,Vodochody,50° 21' 38.09477'' N,14° 15' 46.95621'' E,50.36058,14.26304
14.271593383361258,50.50998009974461,40606080440,Polepy (Ústecký kraj),2008-04-04 14:55:00,silnice 2.třídy,240,řidičem motorového vozidla,nezjištěno,jiné ovlivnění,nezjišťováno,jiný nepříznivý stav,0,0,0,2,žádná z uvedených,žádná z uvedených,150,žádné z uvedených,"nezjištěno, řidič ujel",,žádná z uvedených,0,žádná z uvedených,nehoda pouze s hmotnou škodou,boční,vyhýbání bez dostatečné boční vůle,"povrch suchý, neznečistěný",neztížené,dobré,na jízdním pruhu,žádná místní úprava,přímý úsek,neurčeno,žádná z uvedených,srážka s jedoucím nekolejovým vozidlem,"nepřichází v úvahu, nejde o srážku s pev",živice,"dobrý, bez závad","ve dne, viditelnost nezhoršená vlivem po",dvoupruhová,žádný způsob řízení provozu,železniční přejezd zabezpečený,mimo křižovatku,ne,P2954,1.17796739516,,"0,024",ne,II,240,,50° 30' 34.879'' N,14° 16' 18.195'' E,50.50969,14.27172
14.204592148740605,50.524905642664756,40606080585,Křešice (Ústecký kraj),2008-05-05 00:05:00,silnice 2.třídy,261,řidičem motorového vozidla,s řidičským oprávněním skupiny b,řidič nebyl ovlivněn,"ano, obsah alkoholu v&nbsp;krvi do 0,99‰ (2)","pod vlivem alkoholu, obsah alkoholu v krvi do 0,99‰",0,0,0,1,ŠKODA,nedošlo k požáru,20,žádné z uvedených,osobní automobil bez přívěsu,1985,"soukromé, nevyužívané k výdělečné činnos",20,nebylo třeba užít násilí,nehoda pouze s hmotnou škodou,"nepřichází v úvahu, nejde o srážku jedou","nepř. rychlosti dopravně technickému stavu vozovky (zatáčka,klesání,stoupání,šířka apod.)","povrch suchý, neznečistěný",neztížené,dobré,na jízdním pruhu,žádná místní úprava,zatáčka,neurčeno,jedoucí - ve směru staničení na komunika,havárie,"nepřichází v úvahu, nejde o srážku s pev",živice,"dobrý, bez závad","v noci - bez veřejného osvětlení,viditel",dvoupruhová,žádný způsob řízení provozu,železniční přejezd zabezpečený,mimo křižovatku,ne,P2959,3.25492242771,Polepy - Litoměřice dolní nádraží,"402,935",Ano,II.,261,U strážního domku,50° 31' 29.58384'' N,14° 12' 16.43533'' E,50.52488,14.20457
14.204512801212463,50.524822482228927,40606080674,Křešice (Ústecký kraj),2008-05-17 14:35:00,silnice 2.třídy,261,řidičem motorového vozidla,s řidičským oprávněním skupiny c,ovlivněn jednáním jiného účastníka sil. provozu,ne,dobrý -žádné nepříznivé okolnosti nebyly zjištěny,0,0,0,1,MERCEDES,nedošlo k požáru,120,žádné z uvedených,nákladní automobil s návěsem,2001,"soukromá organizace (podnikatel, s.r.o.,",0,nebylo třeba užít násilí,nehoda pouze s hmotnou škodou,"nepřichází v úvahu, nejde o srážku jedou",řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,na jízdním pruhu,přednost vyznačena přenosnými dopravními,zatáčka,neurčeno,jedoucí - ve směru staničení na komunika,srážka s pevnou překážkou,závory železničního přejezdu,živice,"dobrý, bez závad","ve dne, viditelnost nezhoršená vlivem po",dvoupruhová,místní úprava (vyplní se pol. 24),železniční přejezd zabezpečený,mimo křižovatku,ne,P2959,7.57613861839,Polepy - Litoměřice dolní nádraží,"402,935",Ano,II.,261,U strážního domku,50° 31' 29.58384'' N,14° 12' 16.43533'' E,50.52488,14.20457
14.045836848944376,50.525001621090162,40606080763,Lhotka nad Labem (Ústecký kraj),2008-06-06 14:10:00,komunikace místní,0,řidičem motorového vozidla,s řidičským oprávněním skupiny b,řidič nebyl ovlivněn,ne,dobrý -žádné nepříznivé okolnosti nebyly zjištěny,0,0,0,2,FORD,nedošlo k požáru,300,žádné z uvedených,osobní automobil bez přívěsu,1996,"soukromé, nevyužívané k výdělečné činnos",150,nebylo třeba užít násilí,nehoda pouze s hmotnou škodou,boční,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,"špatné vlivem trvalé vegetace (stromy,ke",na jízdním pruhu,žádná místní úprava,přímý úsek,neurčeno,vozidlo jedoucí - na komunikaci bez stan,srážka s vlakem,"nepřichází v úvahu, nejde o srážku s pev",živice,"dobrý, bez závad","ve dne, viditelnost nezhoršená vlivem po",dvoupruhová,žádný způsob řízení provozu,železniční přejezd zabezpečený,mimo křižovatku,ne,P2071,5.97008706315,Chotiměř - Lovosice,"33,871",Ne,C,,,50° 31' 29.81286'' N,14° 02' 45.10704'' E,50.52495,14.04586
14.443165882372339,50.47380799392085,40606080952,Štětí (Ústecký kraj),2008-07-07 14:00:00,komunikace místní,0,řidičem motorového vozidla,s řidičským oprávněním skupiny c,řidič nebyl ovlivněn,nezjišťováno,dobrý -žádné nepříznivé okolnosti nebyly zjištěny,0,0,0,2,SCANIA,nedošlo k požáru,600,žádné z uvedených,nákladní automobil s návěsem,2003,"soukromá organizace (podnikatel, s.r.o.,",0,nebylo třeba užít násilí,nehoda pouze s hmotnou škodou,boční,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,žádné z uvedených,žádná místní úprava,přímý úsek,neurčeno,vozidlo jedoucí - na komunikaci bez stan,srážka s jedoucím nekolejovým vozidlem,"nepřichází v úvahu, nejde o srážku s pev",živice,"dobrý, bez závad","ve dne, viditelnost nezhoršená vlivem po",žádná z uvedených,žádný způsob řízení provozu,železniční přejezd nezabezpečený,mimo křižovatku,ne,P2948,4009.91722051,žst. Štětí,"386,042",Ano,III.,26120,u žst. Štětí (Radouň),50° 27' 33.00682'' N,14° 23' 29.59468'' E,50.45917,14.39155
14.286831851502555,50.429052980407469,40606081070,Roudnice nad Labem (Ústecký kraj),2008-08-13 05:00:00,komunikace místní,0,řidičem motorového vozidla,s řidičským oprávněním skupiny b,řidič nebyl ovlivněn,ne,dobrý -žádné nepříznivé okolnosti nebyly zjištěny,0,1,0,2,PEUGEOT,nedošlo k požáru,300,žádné z uvedených,osobní automobil bez přívěsu,1993,"soukromé, nevyužívané k výdělečné činnos",150,nebylo třeba užít násilí,nehoda s následky na životě nebo zdraví,boční,jiné nedání přednosti,povrch mokrý,"na počátku deště, slabý déšť",dobré,na jízdním pruhu,žádná místní úprava,přímý úsek,neurčeno,vozidlo jedoucí - na komunikaci bez stan,srážka s vlakem,"nepřichází v úvahu, nejde o srážku s pev",živice,"dobrý, bez závad","ve dne, zhoršená viditelnost (svítání,so",dvoupruhová,žádný způsob řízení provozu,železniční přejezd nezabezpečený,mimo křižovatku,ne,P2537,5.05152421833,Roudnice nad Labem - Straškov-odbočka,"1,714",Ne,B,,Meva-Procházka,50° 25' 44.54870'' N,14° 17' 12.85661'' E,50.42904,14.2869
14.286908335026139,50.429033050304646,40606081214,Roudnice nad Labem (Ústecký kraj),2008-09-11 08:55:00,komunikace místní,0,řidičem motorového vozidla,s řidičským oprávněním skupiny b,řidič nebyl ovlivněn,ne,dobrý -žádné nepříznivé okolnosti nebyly zjištěny,0,2,0,2,SEAT,nedošlo k požáru,1002,žádné z uvedených,osobní automobil bez přívěsu,1992,"soukromé, nevyužívané k výdělečné činnos",750,nebylo třeba užít násilí,nehoda s následky na životě nebo zdraví,z boku,jiné nedání přednosti,"povrch suchý, neznečistěný",neztížené,dobré,na jízdním pruhu,žádná místní úprava,přímý úsek,neurčeno,vozidlo jedoucí - na komunikaci bez stan,srážka s vlakem,"nepřichází v úvahu, nejde o srážku s pev",živice,"dobrý, bez závad","ve dne, viditelnost nezhoršená vlivem po",dvoupruhová,žádný způsob řízení provozu,železniční přejezd zabezpečený,mimo křižovatku,ne,P2537,0.975532875697,Roudnice nad Labem - Straškov-odbočka,"1,714",Ne,B,,Meva-Procházka,50° 25' 44.54870'' N,14° 17' 12.85661'' E,50.42904,14.2869
14.1339118728855,50.405976822522838,40606081375,Budyně nad Ohří (Ústecký kraj),2008-10-10 21:45:00,silnice 2.třídy,118,řidičem motorového vozidla,s řidičským oprávněním skupiny c,řidič nebyl ovlivněn,"ano, obsah alkoholu v&nbsp;krvi do 0,99‰ (2)","pod vlivem alkoholu, obsah alkoholu v krvi do 0,99‰",0,0,0,2,FIAT,nedošlo k požáru,25,žádné z uvedených,osobní automobil bez přívěsu,1988,"soukromé, nevyužívané k výdělečné činnos",5,nebylo třeba užít násilí,nehoda pouze s hmotnou škodou,zezadu,nedodržení bezpečné vzdálenosti za vozidlem,"povrch suchý, neznečistěný",neztížené,dobré,na jízdním pruhu,žádná místní úprava,přímý úsek,neurčeno,jedoucí - ve směru staničení na komunika,srážka s jedoucím nekolejovým vozidlem,"nepřichází v úvahu, nejde o srážku s pev",živice,"dobrý, bez závad","v noci - s veřejným osvětlením,viditelno",dvoupruhová,žádný způsob řízení provozu,železniční přejezd nezabezpečený,mimo křižovatku,ne,P2488,0.379485166091,Libochovice - Budyně nad Ohří,"6,452",Ne,II.,118,Blikače,50° 24' 21.51718'' N,14° 08' 02.08238'' E,50.40598,14.13391
14.088099929566376,50.522491222526732,40606081484,Žalhostice (Ústecký kraj),2008-10-29 07:50:00,silnice 2.třídy,261,řidičem motorového vozidla,nezjištěno,jiné ovlivnění,nezjišťováno,jiný nepříznivý stav,0,0,0,1,žádná z uvedených,žádná z uvedených,50,žádné z uvedených,"nezjištěno, řidič ujel",,žádná z uvedených,0,žádná z uvedených,nehoda pouze s hmotnou škodou,"nepřichází v úvahu, nejde o srážku jedou",řidič se plně nevěnoval řízení vozidla,povrch mokrý,déšť,dobré,žádné z uvedených,přednost vyznačena dopravními značkami,křižovatka styková - tříramenná,silnice 3.třídy,žádná z uvedených,srážka s pevnou překážkou,závory železničního přejezdu,živice,"dobrý, bez závad","v noci - s veřejným osvětlením, zhoršená",dvoupruhová,místní úprava (vyplní se pol. 24),železniční přejezd zabezpečený,"na křižovatce, uvnitř hranic křižovatky",ne,P2964,27.6194912522,Litoměřice dolní nádraží - Velké Žernoseky,"411,815",Ano,III.,24714,Rybena,50° 31' 20.52615'' N,14° 05' 15.94999'' E,50.52237,14.08776
14.377677576492434,50.60867484651942,40606081723,Úštěk (Ústecký kraj),2008-12-12 16:55:00,silnice 1.třídy,15,řidičem motorového vozidla,s řidičským oprávněním skupiny b,řidič nebyl ovlivněn,ne,"unaven, usnul, náhlá fyzická indispozice",0,0,0,1,VOLVO,nedošlo k požáru,2000,žádné z uvedených,osobní automobil bez přívěsu,2007,"soukromá organizace (podnikatel, s.r.o.,",1000,nebylo třeba užít násilí,nehoda pouze s hmotnou škodou,"nepřichází v úvahu, nejde o srážku jedou",řidič se plně nevěnoval řízení vozidla,povrch mokrý,"na počátku deště, slabý déšť",dobré,mimo komunikaci,žádná místní úprava,zatáčka,neurčeno,jedoucí - ve směru staničení na komunika,srážka s pevnou překážkou,závory železničního přejezdu,živice,"dobrý, bez závad","ve dne, zhoršená viditelnost (svítání,so",dvoupruhová,žádný způsob řízení provozu,železniční přejezd zabezpečený,mimo křižovatku,ne,P3367,2.31607888844,Úštěk - Blíževedly,"67,487",Ne,I.,15,,50° 36' 31.28742'' N,14° 22' 39.71029'' E,50.60869,14.3777
14.377535173282059,50.608673987107828,40606081730,Úštěk (Ústecký kraj),2008-11-22 23:59:00,silnice 1.třídy,15,řidičem motorového vozidla,nezjištěno,jiné ovlivnění,nezjišťováno,jiný nepříznivý stav,0,0,0,1,žádná z uvedených,žádná z uvedených,35,žádné z uvedených,"nezjištěno, řidič ujel",,žádná z uvedených,0,žádná z uvedených,nehoda pouze s hmotnou škodou,"nepřichází v úvahu, nejde o srážku jedou",nezvládnutí řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,mimo komunikaci,žádná místní úprava,zatáčka,neurčeno,žádná z uvedených,srážka s pevnou překážkou,závory železničního přejezdu,živice,"dobrý, bez závad","ve dne, viditelnost nezhoršená vlivem po",dvoupruhová,žádný způsob řízení provozu,železniční přejezd zabezpečený,mimo křižovatku,ne,P3367,11.8017822625,Úštěk - Blíževedly,"67,487",Ne,I.,15,,50° 36' 31.28742'' N,14° 22' 39.71029'' E,50.60869,14.3777
14.074086692690061,50.512931310316951,40606090163,Lovosice (Ústecký kraj),2009-02-20 11:25:00,komunikace místní,0,řidičem motorového vozidla,s řidičským oprávněním skupiny c,řidič nebyl ovlivněn,ne,dobrý -žádné nepříznivé okolnosti nebyly zjištěny,0,0,0,2,CITROEN,nedošlo k požáru,500,žádné z uvedených,"nákladní automobil (včetně multikáry, au",2004,"soukromá organizace (podnikatel, s.r.o.,",500,nebylo třeba užít násilí,nehoda pouze s hmotnou škodou,boční,jiné nedání přednosti,povrch mokrý,neztížené,jiné špatné,žádné z uvedených,žádná místní úprava,přímý úsek,neurčeno,vozidlo jedoucí - na komunikaci bez stan,srážka s vlakem,"nepřichází v úvahu, nejde o srážku s pev",živice,"dobrý, bez závad","ve dne, viditelnost nezhoršená vlivem po",dvoupruhová,žádný způsob řízení provozu,železniční přejezd nezabezpečený,mimo křižovatku,ne,P2964,1429.16981138,Litoměřice dolní nádraží - Velké Žernoseky,"411,815",Ano,III.,24714,Rybena,50° 31' 20.52615'' N,14° 05' 15.94999'' E,50.52237,14.08776
14.183816649769183,50.544192035543055,40606090207,Trnovany (Ústecký kraj),2009-03-03 07:50:00,silnice 1.třídy,15,řidičem motorového vozidla,s řidičským oprávněním skupiny b,řidič nebyl ovlivněn,ne,dobrý -žádné nepříznivé okolnosti nebyly zjištěny,0,1,0,2,FIAT,nedošlo k požáru,500,žádné z uvedených,osobní automobil bez přívěsu,1987,"soukromé, nevyužívané k výdělečné činnos",100,nebylo třeba užít násilí,nehoda s následky na životě nebo zdraví,čelní,"nepř. rychlosti stavu vozovky (náledí, výtluky, bláto, mokrý povrch apod.)",povrch mokrý,neztížené,dobré,na jízdním pruhu,žádná místní úprava,přímý úsek,neurčeno,jedoucí - proti směru staničení na komun,srážka s jedoucím nekolejovým vozidlem,"nepřichází v úvahu, nejde o srážku s pev",živice,nesouvislé výtluky,"ve dne, viditelnost nezhoršená vlivem po",dvoupruhová,žádný způsob řízení provozu,železniční přejezd zabezpečený,mimo křižovatku,ano,P3346,1.78381565384,Litoměřice horní nádraží - Liběšice,"47,949",Ne,I.,15,hl. přejezd v Trnovanech,50° 32' 39.06464'' N,14° 11' 01.66396'' E,50.54418,14.1838
14.194122459575876,50.477658591266305,40606090278,Oleško (Ústecký kraj),2009-03-28 01:35:00,silnice 3.třídy,24048,řidičem motorového vozidla,nezjištěno,jiné ovlivnění,nezjišťováno,jiný nepříznivý stav,0,0,0,1,žádná z uvedených,žádná z uvedených,50,žádné z uvedených,"nezjištěno, řidič ujel",,žádná z uvedených,0,žádná z uvedených,nehoda pouze s hmotnou škodou,"nepřichází v úvahu, nejde o srážku jedou",řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,na jízdním pruhu,přednost vyznačena přenosnými dopravními,přímý úsek,neurčeno,žádná z uvedených,srážka s pevnou překážkou,závory železničního přejezdu,živice,"dobrý, bez závad","v noci - bez veřejného osvětlení,viditel",dvoupruhová,místní úprava (vyplní se pol. 24),železniční přejezd zabezpečený,mimo křižovatku,ne,P2416,10.7141112654,Hrobce - Bohušovice nad Ohří,"484,881",Ano,III.,24048,Oleško,50° 28' 39.90341'' N,14° 11' 39.02915'' E,50.47775,14.19417
13.408640023949635,50.233539925442486,40706070210,Podbořany (Ústecký kraj),2007-03-03 03:45:00,silnice 2.třídy,224,řidičem motorového vozidla,s řidičským oprávněním skupiny c,řidič nebyl ovlivněn,"ano, obsah alkoholu v&nbsp;krvi do 0,99‰ (2)","pod vlivem alkoholu, obsah alkoholu v krvi do 0,99‰",0,0,0,1,ŠKODA,nedošlo k požáru,950,žádné z uvedených,osobní automobil bez přívěsu,1997,"soukromá organizace (podnikatel, s.r.o.,",400,nebylo třeba užít násilí,nehoda pouze s hmotnou škodou,"nepřichází v úvahu, nejde o srážku jedou",řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,na jízdním pruhu,žádná místní úprava,přímý úsek,neurčeno,jedoucí - ve směru staničení na komunika,srážka s pevnou překážkou,"odrazník, patník, sloupek, dopr.značky a",živice,"dobrý, bez závad","v noci - s veřejným osvětlením,viditelno",dvoupruhová,žádný způsob řízení provozu,železniční přejezd nezabezpečený,mimo křižovatku,ne,P1712,43.1195288824,Podbořany - Kaštice,"181,858",Ne,II.,224,,50° 14' 02.06044'' N,13° 24' 30.47165'' E,50.23391,13.40846
13.639800246113856,50.344936828970553,40706070328,Lišany (Ústecký kraj),2007-04-04 20:07:00,silnice 3.třídy,2501,řidičem motorového vozidla,s řidičským oprávněním skupiny b,řidič nebyl ovlivněn,"ano, obsah alkoholu v&nbsp;krvi do 0,99‰ (2)","pod vlivem alkoholu, obsah alkoholu v krvi do 0,99‰",0,1,0,2,HYUNDAI,nedošlo k požáru,800,žádné z uvedených,osobní automobil bez přívěsu,1999,"soukromé, nevyužívané k výdělečné činnos",600,nebylo třeba užít násilí,nehoda s následky na životě nebo zdraví,z boku,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,na jízdním pruhu,žádná místní úprava,přímý úsek,neurčeno,jedoucí - ve směru staničení na komunika,srážka s vlakem,"nepřichází v úvahu, nejde o srážku s pev",živice,"dobrý, bez závad","v noci - bez veřejného osvětlení,viditel",dvoupruhová,žádný způsob řízení provozu,železniční přejezd zabezpečený,mimo křižovatku,ne,P1927,8.14011971623,Žatec - Lišany u Žatce,"210,765",Ano,III.,2501,,50° 20' 42.04044'' N,13° 38' 23.28311'' E,50.34501,13.6398
13.50888623700882,50.377213888646224,40706070393,Žiželice (Ústecký kraj),2007-04-23 10:58:00,silnice 3.třídy,22528,řidičem motorového vozidla,s řidičským oprávněním skupiny b,řidič nebyl ovlivněn,ne,dobrý -žádné nepříznivé okolnosti nebyly zjištěny,0,0,0,2,ŠKODA,nedošlo k požáru,50,žádné z uvedených,osobní automobil bez přívěsu,2003,"soukromé, nevyužívané k výdělečné činnos",50,nebylo třeba užít násilí,nehoda pouze s hmotnou škodou,z boku,řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,na jízdním pruhu,žádná místní úprava,přímý úsek po projetí zatáčkou (do vzdál,neurčeno,jedoucí - proti směru staničení na komun,srážka s vlakem,"nepřichází v úvahu, nejde o srážku s pev",živice,"dobrý, bez závad","ve dne, viditelnost nezhoršená vlivem po",dvoupruhová,žádný způsob řízení provozu,železniční přejezd nezabezpečený,mimo křižovatku,ne,P65,4.55482023355,Velichov - Hořetice,"108,978",Ano,III.,22528,,50° 22' 37.96246'' N,13° 30' 32.21188'' E,50.37721,13.50895
13.756617763333983,50.327507778362857,40706070501,Jimlín (Ústecký kraj),2007-05-21 07:59:00,silnice 3.třídy,22547,řidičem motorového vozidla,s řidičským oprávněním skupiny b,řidič nebyl ovlivněn,ne,dobrý -žádné nepříznivé okolnosti nebyly zjištěny,0,0,0,2,ŠKODA,nedošlo k požáru,1050,"došlo k úniku pohonných hmot, oleje, chl",osobní automobil bez přívěsu,2001,"soukromé, nevyužívané k výdělečné činnos",500,nebylo třeba užít násilí,nehoda pouze s hmotnou škodou,z boku,jiné nedání přednosti,"povrch suchý, neznečistěný",neztížené,dobré,na jízdním pruhu,žádná místní úprava,přímý úsek,neurčeno,jedoucí - proti směru staničení na komun,srážka s vlakem,"nepřichází v úvahu, nejde o srážku s pev",živice,"dobrý, bez závad","ve dne, viditelnost nezhoršená vlivem po",dvoupruhová,světelným signalizačním zařízením,železniční přejezd zabezpečený,mimo křižovatku,ne,P2357,377.175574162,Hřivice - Louny předměstí,"41,897",Ne,III.,22547,,50° 19' 37.74737'' N,13° 45' 04.85522'' E,50.32715,13.75135
13.501181723257252,50.380131178729748,40706070698,Žiželice (Ústecký kraj),2007-07-07 05:25:00,silnice 3.třídy,22528,řidičem motorového vozidla,s řidičským oprávněním skupiny b,řidič nebyl ovlivněn,ne,dobrý -žádné nepříznivé okolnosti nebyly zjištěny,0,1,0,2,MITSUBISHI,nedošlo k požáru,360,žádné z uvedených,osobní automobil bez přívěsu,1987,"soukromé, nevyužívané k výdělečné činnos",300,nebylo třeba užít násilí,nehoda s následky na životě nebo zdraví,z boku,jiné nedání přednosti,"povrch suchý, neznečistěný",neztížené,dobré,na jízdním pruhu,žádná místní úprava,přímý úsek,neurčeno,jedoucí - proti směru staničení na komun,srážka s vlakem,"nepřichází v úvahu, nejde o srážku s pev",živice,"dobrý, bez závad","ve dne, viditelnost nezhoršená vlivem po",dvoupruhová,světelným signalizačním zařízením,železniční přejezd nezabezpečený,mimo křižovatku,ne,P66,20.781517173,žst. Hořetice,"109,62",Ano,III.,22528,,50° 22' 47.91642'' N,13° 30' 03.61847'' E,50.37998,13.50101
13.805418893936869,50.353447323644311,40706070733,Louny (Ústecký kraj),2007-07-17 12:20:00,silnice 2.třídy,229,řidičem motorového vozidla,s řidičským oprávněním skupiny b,řidič nebyl ovlivněn,ne,dobrý -žádné nepříznivé okolnosti nebyly zjištěny,0,0,0,2,NISSAN,žádná z uvedených,800,"došlo k úniku pohonných hmot, oleje, chl",osobní automobil bez přívěsu,2002,"soukromé, nevyužívané k výdělečné činnos",700,nebylo třeba užít násilí,nehoda pouze s hmotnou škodou,boční,jiné nedání přednosti,"povrch suchý, neznečistěný",neztížené,dobré,žádné z uvedených,žádná místní úprava,přímý úsek,neurčeno,jedoucí - proti směru staničení na komun,srážka s vlakem,"nepřichází v úvahu, nejde o srážku s pev",živice,"dobrý, bez závad","ve dne, viditelnost nezhoršená vlivem po",dvoupruhová,světelným signalizačním zařízením,železniční přejezd zabezpečený,mimo křižovatku,ne,P1923,0.816644389719,Louny město - Louny,"9,656",Ne,II.,229,,50° 21' 12.39819'' N,13° 48' 19.51816'' E,50.35344,13.80542
13.417989409427699,50.260179720802881,40706070798,Podbořany (Ústecký kraj),2007-08-08 14:45:00,silnice 3.třídy,2247,řidičem motorového vozidla,bez příslušného řidičského oprávnění,řidič nebyl ovlivněn,ne,dobrý -žádné nepříznivé okolnosti nebyly zjištěny,0,0,1,2,SIMSON,nedošlo k požáru,120,žádné z uvedených,malý motocykl (do 50 ccm),1983,"soukromé, nevyužívané k výdělečné činnos",20,nebylo třeba užít násilí,nehoda s následky na životě nebo zdraví,čelní,jiné nedání přednosti,"povrch suchý, neznečistěný",neztížené,dobré,na jízdním pruhu,žádná místní úprava,přímý úsek,neurčeno,jedoucí - proti směru staničení na komun,srážka s vlakem,"nepřichází v úvahu, nejde o srážku s pev",živice,"dobrý, bez závad","ve dne, viditelnost nezhoršená vlivem po",dvoupruhová,žádný způsob řízení provozu,železniční přejezd zabezpečený,mimo křižovatku,ne,P1714,9.66717113865,žst. Kaštice,"186,463",Ne,III.,2247,,50° 15' 36.82832'' N,13° 25' 05.17351'' E,50.26023,13.4181
13.501058158922511,50.379938835727913,40706070952,Žiželice (Ústecký kraj),2007-09-16 16:00:00,komunikace místní,0,řidičem motorového vozidla,s řidičským oprávněním skupiny b,řidič nebyl ovlivněn,nezjišťováno,dobrý -žádné nepříznivé okolnosti nebyly zjištěny,0,0,0,1,RENAULT,nedošlo k požáru,100,"došlo k úniku pohonných hmot, oleje, chl",osobní automobil bez přívěsu,2005,"soukromá organizace (podnikatel, s.r.o.,",100,nebylo třeba užít násilí,nehoda pouze s hmotnou škodou,"nepřichází v úvahu, nejde o srážku jedou",řidič se plně nevěnoval řízení vozidla,"povrch suchý, neznečistěný",neztížené,dobré,na jízdním pruhu,žádná místní úprava,přímý úsek,neurčeno,vozidlo jedoucí - na komunikaci bez stan,havárie,"nepřichází v úvahu, nejde o srážku s pev",živice,"dobrý, bez závad","ve dne, viditelnost nezhoršená vlivem po",dvoupruhová,žádný způsob řízení provozu,železniční přejezd zabezpečený,mimo křižovatku,ne,P66,5.71974937536,žst. Hořetice,"109,62",Ano,III.,22528,,50° 22' 47.91642'' N,13° 30' 03.61847'' E,50.37998,13.50101
